time,event_type,event_num,Event_Abnormal1,Detection_Abnormal1,Event_Abnormal2,Detection_Judgement2,Detection_Abnormal2,index,voltage11,voltage12,voltage13,current11,current12,current13,power11,power12,power13,powerout1,torque1,frequence1,motor_speed1,slip_rate1,heigh1,weight1,voltage21,voltage22,voltage23,current21,current22,current23,power21,power122,power23,powerout2,torque2,frequence2,motor_speed2,slip_rate2,heigh2,weight2
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436794.0,0.06250610351562501,0.04884549714260755,0.03666077555081008,0.026937993727346517,0.032308781866774994,0.028170275891210916,-0.0007502970596154532,0.0010332480693856878,-0.00019075348973274234,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.73094727676867,33.98210391731318,35.11648598790472,301.3536018500458,284.18362562898204,292.7788184292695,7967.428230885891,7434.371036529659,8327.149831623992,6923.012818230853,588.3892170856006,5.6823166695779035,112.35743407068885,0.01134131900611731,0.011798677866701204,19751.844552861916
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436795.0,0.06288002172730621,0.0490052103659938,0.03729472643293347,0.02650231011985886,0.03218845078999174,0.028032185471914422,-0.0007153255864977838,0.0010300688445568087,-0.00020029116421937945,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.38367629399366,37.63668140104355,38.76308789110748,302.8199261259847,295.34702052868215,310.0071815454271,8917.102598730691,8767.448782181835,9627.362786418216,8039.219696887995,606.8178764624633,6.393415026530593,126.51059927440349,0.010617965911600984,0.014964634336938547,20822.564984418328
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436796.0,0.06292143103158183,0.048952030523561514,0.03832801689680105,0.026428997918226275,0.03167194378429309,0.028135816825234642,-0.0007248632609844209,0.0009982765962680182,-0.0001875742649038633,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,41.41242670736002,41.409758057271354,42.10190234098136,311.32459004904433,316.18241307947045,314.45073053436937,10352.442972831774,10354.056526231765,10528.18791453691,9256.299614933665,628.1774448988805,7.106874925937094,140.71048081264138,0.010039699030670202,0.018485946066659542,22007.056031184577
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436797.0,0.06353933224858622,0.04879214322483564,0.038123599349151736,0.026059343378600053,0.031549183850304155,0.028239067876162333,-0.0007057879120111467,0.000979201247294744,-0.00019075348973274234,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.69955802729824,44.57657433273751,45.79745416384819,324.61919295809673,318.75706578586914,319.06758678323115,11607.318439775716,11070.360189755005,11679.620961991975,10236.920820934683,633.6312925952778,7.787153378772778,154.27803863841936,0.009406704001938345,0.02234678901139496,22825.148797709717
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436798.0,0.06382563902575114,0.0478760303248665,0.03825999906698716,0.025910004937642474,0.031240173622796498,0.027858609899147853,-0.0006803541133801144,0.0009346920996904374,-0.00020029116421937945,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,47.04704294626425,47.71326159024024,47.966440333644286,315.87102684857695,321.50333359021664,323.4953899189397,11648.2535971444,12030.620388588175,12175.210254585638,10730.466631325922,617.4936872600322,8.37037160914228,165.94243872867187,0.008751065798402848,0.026499536216713894,23393.563948884595
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436799.0,0.06362126565754131,0.047603230210664246,0.037780445658522906,0.025947420126718565,0.03120910432259612,0.02810131550407159,-0.0006549203147490821,0.0009124375258882843,-0.00022254573802153274,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.21856485630104,48.7447063746053,50.02915320212079,322.1627871568428,317.18738208231304,316.3782767386587,12494.223652481507,11851.89846195784,12415.59505378502,11037.913040253186,605.9789155426588,8.769993521120089,173.94054909005663,0.00831996813242082,0.030852437949744575,25453.793816068388
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436800.0,0.06275562987110939,0.04841701959046651,0.03757304914762413,0.025759800744833576,0.03148762440853117,0.027788876097916127,-0.0006358449657758078,0.0009537674486637117,-0.00020982883870601657,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.63778651129666,50.16149509698743,50.228786785930936,315.0197661625122,322.0113654936705,314.82678110795814,12536.514786330665,12592.513878255775,12182.99831305959,11225.66257052874,600.5885568500674,8.997185455090564,178.486885959168,0.008095993741126123,0.0353191127951405,27656.97826779304
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436801.0,0.062255577042481754,0.04825535964135791,0.038123599349151736,0.026355481787173698,0.03157991857152382,0.027718966864906235,-0.0006294865161180497,0.0009283336500326795,-0.00020982883870601657,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.57335089822394,50.857292593150646,50.641072870995394,312.7003323471185,318.32864611658897,316.89762701185373,12288.629851398602,12644.525899672812,12460.981654712583,11260.434236675883,600.9733832158054,9.018378774223894,178.92510585460954,0.007997388810010877,0.039796754192914785,30588.782999132854
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436802.0,0.06196201593269157,0.047603230210664246,0.038463691717159486,0.026207830867489117,0.03142594437984583,0.027858609899147853,-0.0006008734926581384,0.00089336217691501,-0.00023844186216592797,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.196335103830975,50.42435373203872,50.94853792333606,315.1117857299106,317.6078727521729,320.52792778123023,12304.80285502815,12419.17845073543,12735.612044759808,11271.011300520311,601.5808486480335,9.018378774223894,178.91232736086704,0.008068235766334182,0.04427407580598189,30929.119198272147
2024-10-19 17:36:26.180998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,436803.0,0.06283858513517704,0.04754848237172128,0.03825999906698716,0.026392265450275895,0.0316106234096681,0.027962884536546752,-0.0006390241906046868,0.000883824502428373,-0.000241621086994807,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.60569637792878,49.431175547889076,50.33276050379244,339.3810161298676,329.09768716036285,325.54339450651554,13413.077165550192,12429.659912165132,12701.843167106212,11540.300113443314,625.5390670617487,8.883649139598857,176.1708489075544,0.008454486781378005,0.04868279129832028,34075.048327365235
